,Pos,frequency,gen,New_freq,Noisy_freq
0,2,6.611431374892664e-05,2,0.0002,0.0002
1,5,6.831479015206792e-05,2,0.0002,0.0003
2,8,6.961507166301504e-05,2,0.0002,0.0004
3,11,6.591427043955017e-05,2,0.0002,0.0002
4,13,6.841481180675616e-05,2,0.0002,0.0004
5,14,6.45139672739148e-05,2,0.0002,0.0006
6,17,6.391383734578536e-05,2,0.0002,0.0004
7,20,6.491405389266776e-05,2,0.0002,0.0006
8,23,6.521411885673248e-05,2,0.0002,0.0002
9,26,6.791470353331497e-05,2,0.0002,0.0003
10,29,6.691448698643256e-05,2,0.0002,0.0004
11,32,6.791470353331497e-05,2,0.0002,0.0002
12,35,6.591427043955017e-05,2,0.0002,0.0003
13,38,6.841481180675616e-05,2,0.0002,0.0002
14,41,6.521411885673248e-05,2,0.0002,0.0004
15,43,6.80147251880032e-05,2,0.0002,0.0002
16,44,6.441394561922657e-05,2,0.0002,0.0003
17,47,5.90127762660616e-05,2,0.0002,0.0002
18,50,6.571422713017368e-05,2,0.0002,0.0003
19,52,6.651440036767961e-05,2,0.0002,0.0002
20,53,6.711453029580904e-05,2,0.0002,0.0003
21,56,7.091535317396216e-05,2,0.0002,0.0002
22,59,6.431392396453832e-05,2,0.0002,0.0002
23,62,6.681446533174432e-05,2,0.0002,0.0003
24,65,6.851483346144441e-05,2,0.0002,0.0003
25,68,7.141546144740337e-05,2,0.0002,0.0002
26,71,7.161550475677984e-05,2,0.0002,0.0003
27,72,6.391383734578536e-05,2,0.0002,0.0009
28,74,7.001515828176801e-05,2,0.0002,0.0002
29,77,6.70145086411208e-05,2,0.0002,0.0006
30,80,6.841481180675616e-05,2,0.0002,0.0003
31,83,7.30158079224152e-05,2,0.0002,0.0003
32,84,6.091318770513816e-05,2,0.0002,0.0006
33,86,6.411388065516185e-05,2,0.0002,0.0003
34,89,6.661442202236784e-05,2,0.0002,0.0003
35,92,6.70145086411208e-05,2,0.0002,0.0003
36,95,6.591427043955017e-05,2,0.0002,0.0003
37,98,6.60142920942384e-05,2,0.0002,0.0003
38,101,6.331370741765592e-05,2,0.0002,0.0002
39,103,6.471401058329129e-05,2,0.0002,0.0002
40,104,6.631435705830312e-05,2,0.0002,0.0009
41,107,6.831479015206792e-05,2,0.0002,0.0003
42,110,6.461398892860304e-05,2,0.0002,0.0002
43,111,7.001515828176801e-05,2,0.0002,0.0003
44,112,6.671444367705608e-05,2,0.0002,0.0002
45,113,6.431392396453832e-05,2,0.0002,0.0003
46,116,6.511409720204424e-05,2,0.0002,0.0004
47,119,6.261355583483824e-05,2,0.0002,0.0003
48,122,6.45139672739148e-05,2,0.0002,0.0003
49,124,6.651440036767961e-05,2,0.0002,0.0004
50,125,6.371379403640888e-05,2,0.0002,0.0002
51,126,6.921498504426208e-05,2,0.0002,0.0002
52,128,6.45139672739148e-05,2,0.0002,0.0002
53,130,6.561420547548545e-05,2,0.0002,0.0003
54,131,6.591427043955017e-05,2,0.0002,0.0003
55,134,6.281359914421472e-05,2,0.0002,0.0006
56,137,6.721455195049728e-05,2,0.0002,0.0002
57,140,6.111323101451464e-05,2,0.0002,0.0004
58,143,6.731457360518553e-05,2,0.0002,0.0002
59,144,6.991513662707976e-05,2,0.0002,0.0003
60,146,6.391383734578536e-05,2,0.0002,0.0003
61,149,6.441394561922657e-05,2,0.0002,0.0003
62,150,6.361377238172064e-05,2,0.0002,0.0002
63,152,6.391383734578536e-05,2,0.0002,0.0002
64,155,6.55141838207972e-05,2,0.0002,0.0003
65,158,6.371379403640888e-05,2,0.0002,0.0003
66,161,6.721455195049728e-05,2,0.0002,0.0004
67,162,6.691448698643256e-05,2,0.0002,0.0006
68,164,7.121541813802688e-05,2,0.0002,0.0006
69,166,7.001515828176801e-05,2,0.0002,0.0004
70,167,6.631435705830312e-05,2,0.0002,0.0003
71,170,6.7514616914562e-05,2,0.0002,0.0006
72,173,7.191556972084456e-05,2,0.0002,0.0002
73,176,6.631435705830312e-05,2,0.0002,0.0002
74,178,6.931500669895032e-05,2,0.0002,0.0004
75,179,6.811474684269144e-05,2,0.0002,0.0002
76,182,6.921498504426208e-05,2,0.0002,0.0004
77,185,6.211344756139705e-05,2,0.0002,0.0002
78,188,7.011517993645624e-05,2,0.0002,0.0006
79,189,6.891492008019736e-05,2,0.0002,0.0004
80,191,7.061528820989744e-05,2,0.0002,0.0003
81,194,6.531414051142073e-05,2,0.0002,0.0003
82,197,7.531630598024472e-05,2,0.0002,0.0006
83,200,6.921498504426208e-05,2,0.0002,0.0002
84,201,6.781468187862672e-05,2,0.0002,0.0006
85,203,6.671444367705608e-05,2,0.0002,0.0003
86,206,6.251353418015e-05,2,0.0002,0.0004
87,209,6.261355583483824e-05,2,0.0002,0.0006
88,212,6.7514616914562e-05,2,0.0002,0.0004
89,215,6.541416216610896e-05,2,0.0002,0.0003
90,218,6.521411885673248e-05,2,0.0002,0.0006
91,219,6.971509331770329e-05,2,0.0002,0.0002
92,221,6.411388065516185e-05,2,0.0002,0.0002
93,224,7.201559137553281e-05,2,0.0002,0.0002
94,227,6.561420547548545e-05,2,0.0002,0.0004
95,230,7.281576461303872e-05,2,0.0002,0.0002
96,233,6.991513662707976e-05,2,0.0002,0.0002
97,236,6.291362079890296e-05,2,0.0002,0.0003
98,239,6.361377238172064e-05,2,0.0002,0.0006
99,242,6.531414051142073e-05,2,0.0002,0.0003
